trip_id,origin_airport,destination,destination_airport,seats,return_flight_booked,departure_time,return_time,checked_bags,trip_airline,destination_airport_lat,destination_airport_lon,base_fare_usd,user_id,trip_cancelled,flight_spend_before_discount_usd,fare_per_seat_usd
539558-312d2fad54294acfa9a980497cf5228e,LGA,ottawa,YOW,1,True,2023-05-03 10:00:00,2023-05-07 10:00:00,0,United Airlines,45.323,-75.669,86.93,539558,False,86.93,86.93
539558-83e4d2dafb724345b2eb649d6ef83212,LGA,louisville,LOU,2,True,2023-07-29 10:00:00,2023-08-09 10:00:00,1,Ryanair,38.228,-85.664,345.22,539558,False,345.22,172.61
539558-e9c76adf9b4e43c59824a1383dc20759,LGA,philadelphia,PHL,2,True,2023-01-29 15:00:00,2023-02-02 15:00:00,0,Delta Air Lines,39.872,-75.241,54.01,539558,False,54.01,27.005
539558-ec7cb0634cf1448fadcca4305e81c0ba,LGA,los angeles,LSQ,1,True,2023-02-10 07:00:00,2023-02-12 07:00:00,0,American Airlines,33.942,-118.408,679.27,539558,False,679.27,679.27
539566-6b2563f4c29c4d39978bddd03bae989c,YQB,phoenix,PHX,1,True,2023-03-07 08:00:00,2023-03-10 08:00:00,0,Frontier Airlines,33.535,-112.383,654.23,539566,False,654.23,654.23
539566-e99f9e60d1b24b2fa5ceca9d9daef9af,YQB,denpasar,DPS,2,True,2024-03-29 07:00:00,2024-04-05 07:00:00,1,Garuda Indonesia,-8.748,115.167,5562.18,539566,False,5562.18,2781.09
539611-3c31469632584f319b4909defba96029,JFK,los angeles,LAX,1,True,2023-02-02 15:00:00,2023-02-05 15:00:00,0,Southwest Airlines,33.942,-118.408,695.57,539611,False,695.57,695.57
539611-5f6fda36935248f08cf93145423a8154,JFK,dallas,DAL,1,False,2023-02-21 14:00:00,,2,AirTran Airways,32.847,-96.852,185.94,539611,False,185.94,185.94
539611-fa0a52e24288428db150132e8fdbdb85,JFK,toronto,YYZ,1,True,2023-03-13 15:00:00,2023-03-20 15:00:00,0,WestJet,43.862,-79.37,108.82,539611,False,108.82,108.82
539625-a8ab622a84a14ee086d4fb5f07dbfdd6,INT,toronto,YTZ,1,True,2023-02-14 07:00:00,2023-02-17 07:00:00,1,Porter Airlines,43.862,-79.37,169.1,539625,False,169.1,169.1
539625-b4d867c8a690435daa4b8313ede07a8c,INT,phoenix,PHX,1,True,2023-01-25 15:00:00,2023-01-28 15:00:00,0,Allegiant Air,33.535,-112.383,492.16,539625,False,492.16,492.16
539627-1d61a2384ef64c4abd2aad4b19b75a65,JFK,philadelphia,PNE,1,True,2023-02-13 07:00:00,2023-02-16 07:00:00,0,Ryanair,39.872,-75.241,25.9,539627,False,25.9,25.9
539627-dc051cd6a72a40afa66f1064a82a5810,JFK,edmonton,YED,1,True,2023-01-26 10:00:00,2023-01-28 10:00:00,0,Ryanair,53.667,-113.467,474.94,539627,False,474.94,474.94
539637-4396c72334364fe6a1874a9d27a34e1c,IND,boston,BOS,1,True,2023-01-28 07:00:00,2023-02-01 07:00:00,0,JetBlue Airways,42.364,-71.005,228.0,539637,False,228.0,228.0
539637-5fce9a26a7794777a5b372d1046b7600,IND,new york,LGA,1,True,2023-02-11 09:00:00,2023-02-23 09:00:00,1,Delta Air Lines,40.64,-73.779,174.59,539637,False,174.59,174.59
539648-00ee599cffc548ad8a4a498d6c544cd7,LGA,los angeles,LSQ,1,False,2023-02-09 07:00:00,,1,Ryanair,33.942,-118.408,247.83,539648,False,247.83,247.83
539648-0f688dacd87546469b8f2fbae2d5f10f,LGA,nashville,BNA,1,True,2023-04-03 09:00:00,2023-04-07 09:00:00,1,Delta Air Lines,36.124,-86.678,217.88,539648,False,217.88,217.88
539648-a716d789eb054f57a0363c2fb0a64e55,LGA,houston,HOU,1,True,2023-03-02 14:00:00,2023-03-07 14:00:00,1,Southwest Airlines,29.607,-95.159,402.86,539648,False,402.86,402.86
539671-5300b0c1cb8841b6b4db07915d9aeff1,YYC,houston,EFD,1,True,2023-06-24 09:00:00,2023-06-28 09:00:00,1,United Airlines,29.607,-95.159,549.43,539671,False,549.43,549.43
539710-0ed354bbec4746cfa7535f0dac3c3337,LAX,austin,AUS,1,True,2023-03-26 07:00:00,2023-03-29 07:00:00,0,Southwest Airlines,30.194,-97.67,377.95,539710,False,377.95,377.95
539710-226dcd62cd7a4ca4b1f4d502c61dcaca,LAX,chicago,UGN,1,True,2023-04-29 07:00:00,2023-05-03 07:00:00,1,Ryanair,41.786,-87.752,469.2,539710,False,469.2,469.2
539710-44d2a02d469649c6af40d1bd2683c128,LAX,houston,HOU,1,True,2023-02-01 07:00:00,2023-02-21 07:00:00,0,Southwest Airlines,29.607,-95.159,375.27,539710,False,375.27,375.27
539710-e75a100e6aa54617a9a60879747944c9,LAX,quebec,YQB,1,False,2023-07-20 07:00:00,,0,Air Canada,46.788,-71.398,372.03,539710,False,372.03,372.03
539729-b78798ba596249ac9f06140830f3aec2,MSY,new york,LGA,2,True,2023-01-25 09:00:00,2023-02-03 09:00:00,0,Allegiant Air,40.64,-73.779,678.97,539729,False,678.97,339.485
539782-1ae72015e43c40ee80b9bc702808ce13,LUF,los angeles,LSQ,1,True,2023-05-10 13:00:00,2023-05-15 13:00:00,1,Delta Air Lines,33.942,-118.408,93.97,539782,False,93.97,93.97
539794-0aa1451aa95a403baba531423b5162e7,LGA,memphis,MEM,1,True,2023-03-11 14:00:00,2023-03-15 14:00:00,0,Delta Air Lines,35.042,-89.977,304.59,539794,False,304.59,304.59
539794-0e6197697f90468bb3831adcfdb8c82a,LGA,phoenix,LUF,1,True,2023-03-31 13:00:00,2023-04-02 13:00:00,1,United Airlines,33.535,-112.383,663.48,539794,False,663.48,663.48
539794-351cacd7542d4640833238fa50eef65c,LGA,dallas,DAL,1,True,2023-04-16 11:00:00,2023-04-20 11:00:00,1,Air France,32.847,-96.852,397.13,539794,False,397.13,397.13
539794-b7385ebad11c471680021cca2e9ec744,LGA,chicago,UGN,1,True,2023-02-14 14:00:00,2023-02-25 14:00:00,0,Delta Air Lines,41.786,-87.752,223.38,539794,False,223.38,223.38
539855-ed6413a4ca5f4d7881710a265a366e88,MDW,san jose,SJO,1,True,2023-04-04 07:00:00,2023-04-08 07:00:00,0,Delta Air Lines,37.362,-121.929,508.44,539855,False,508.44,508.44
539855-fcf7a8dd594c45a98421e06e95baa00c,MDW,san jose,SJI,1,False,2023-05-28 14:00:00,,1,Cebu Pacific,37.362,-121.929,258.52,539855,False,258.52,258.52
539864-486cc9cac32d465299a7439723dd834a,LIT,new york,LGA,1,True,2023-03-16 16:00:00,2023-03-20 16:00:00,0,Delta Air Lines,40.64,-73.779,315.48,539864,False,315.48,315.48
539864-bf5ee17a858e4e7b83636574d11d579b,LIT,phoenix,PHX,1,True,2023-07-17 07:00:00,2023-07-23 07:00:00,0,American Airlines,33.535,-112.383,314.43,539864,False,314.43,314.43
539864-c78bc8b48360493fb8e4cac35cd350a9,LIT,chicago,MDW,1,True,2023-02-13 10:00:00,2023-02-14 10:00:00,1,Southwest Airlines,41.786,-87.752,174.0,539864,False,174.0,174.0
539868-3272204c60c64084b46262709eb5eb80,YYJ,ottawa,YOW,1,True,2023-03-23 07:00:00,2023-03-28 07:00:00,0,United Airlines,45.323,-75.669,634.22,539868,False,634.22,634.22
539868-496f06cb83474696b097b1e502d67e47,YYJ,new york,LGA,1,True,2023-02-01 07:00:00,2023-02-03 07:00:00,0,American Airlines,40.64,-73.779,653.88,539868,False,653.88,653.88
539868-bfa2272ecab243638334d7bf18b38168,YYJ,los angeles,LSQ,1,True,2023-04-08 11:00:00,2023-04-09 11:00:00,1,United Airlines,33.942,-118.408,304.77,539868,False,304.77,304.77
539883-2341ab6944eb462bb783f4f09fe7d0f2,JFK,washington,DCA,1,True,2023-05-15 11:00:00,2023-05-17 11:00:00,1,JetBlue Airways,38.852,-77.037,56.67,539883,False,56.67,56.67
539883-3f4db139c82c495081612858f0f9ff3c,JFK,ottawa,YOW,1,True,2023-01-30 15:00:00,2023-02-04 15:00:00,2,Air Canada,45.323,-75.669,94.1,539883,False,94.1,94.1
539883-8ce5d65189bd4e69bca19cab45295d21,JFK,philadelphia,PHL,1,True,2023-03-09 11:00:00,2023-03-10 11:00:00,2,American Airlines,39.872,-75.241,23.95,539883,False,23.95,23.95
539883-d7b55840f93047b589229a05a8763342,JFK,dallas,DAL,1,True,2023-02-14 07:00:00,2023-02-17 07:00:00,0,AirTran Airways,32.847,-96.852,383.68,539883,False,383.68,383.68
539899-37a4de64cc2b4c91abd0627945d77763,LGA,boston,BOS,2,True,2023-10-04 14:00:00,2023-10-30 14:00:00,1,Aer Lingus,42.364,-71.005,103.43,539899,False,103.43,51.715
539912-4dffe75d07264bdbb568669075f8b49f,FAT,toronto,YKZ,1,True,2023-02-17 09:00:00,2023-02-23 09:00:00,1,Ryanair,43.862,-79.37,584.86,539912,False,584.86,584.86
539912-500d79d8e1bd40439b66c34a9b668f84,FAT,chicago,UGN,1,True,2023-03-31 16:00:00,2023-04-05 16:00:00,0,Delta Air Lines,41.786,-87.752,480.33,539912,False,480.33,480.33
539912-73c333fb56764b60b4d63f2fc5836439,FAT,portland,PWM,1,True,2023-06-14 09:00:00,2023-06-17 09:00:00,0,United Airlines,45.589,-122.597,175.87,539912,False,175.87,175.87
539912-91e29f3b94a642faa68446420c0eb216,FAT,detroit,YIP,1,True,2023-01-27 07:00:00,2023-02-04 07:00:00,1,United Airlines,42.409,-83.01,589.15,539912,False,589.15,589.15
539912-e0883e605e934d07a08f9f3c87ce01e3,FAT,memphis,MEM,2,True,2023-04-17 07:00:00,2023-04-18 07:00:00,0,Air France,35.042,-89.977,1025.88,539912,False,1025.88,512.94
539916-44246af33cbe490cb7862a3d4f5b19c1,LRF,boston,BOS,1,True,2023-03-15 07:00:00,2023-03-22 07:00:00,0,Delta Air Lines,42.364,-71.005,355.53,539916,False,355.53,355.53
539916-834bba9fb8104382924a5c6671fafecb,LRF,calgary,YYC,2,True,2023-06-27 12:00:00,2023-07-04 12:00:00,1,JetBlue Airways,51.114,-114.02,994.37,539916,False,994.37,497.185
539917-1a6e44fa598344979bc71a2bbe6533d5,JFK,jacksonville,NCA,1,True,2023-03-16 15:00:00,2023-03-20 15:00:00,1,Ryanair,30.494,-81.688,216.25,539917,False,216.25,216.25
539917-663f216492274a7480d199db5f470895,JFK,chicago,UGN,1,True,2023-04-18 07:00:00,2023-04-20 07:00:00,1,American Airlines,41.786,-87.752,215.28,539917,False,215.28,215.28
539917-74ea5e80e8264149ad044827464cca19,JFK,edmonton,YXD,2,True,2023-01-27 07:00:00,2023-01-29 07:00:00,0,United Airlines,53.667,-113.467,1134.84,539917,False,1134.84,567.42
539917-757b1dfe69074ae9b84e16bb3181bd08,JFK,los angeles,LAX,1,True,2023-07-11 13:00:00,2023-07-16 13:00:00,0,American Airlines,33.942,-118.408,687.95,539917,False,687.95,687.95
539936-6227541612e4421595cd1f3224ebb4cc,BFI,washington,DCA,2,True,2023-01-29 13:00:00,2023-02-02 13:00:00,1,JetBlue Airways,38.852,-77.037,1504.92,539936,False,1504.92,752.46
539936-f6ee4385b6a94c619e53fc7b920e9848,BFI,new york,LGA,1,False,2023-02-08 16:00:00,,0,American Airlines,40.64,-73.779,382.93,539936,False,382.93,382.93
539953-367ed239ebf44540b069b4022f31c16a,LGA,indianapolis,IND,1,True,2023-07-18 15:00:00,2023-07-21 15:00:00,0,Delta Air Lines,39.717,-86.294,190.97,539953,False,190.97,190.97
539953-6337f8f7233b488881354e89c624c5f7,LGA,houston,HOU,1,True,2023-02-22 16:00:00,2023-02-28 16:00:00,0,AirTran Airways,29.607,-95.159,402.42,539953,False,402.42,402.42
540014-581510eea36c4b0884a0b243df3f05d6,HNL,toronto,YTZ,1,False,2023-03-09 15:00:00,,0,Porter Airlines,43.862,-79.37,633.36,540014,False,633.36,633.36
540014-bcd5340fd2fd4f8eb41c17adf5ea849a,HNL,dallas,DAL,1,True,2023-01-26 16:00:00,2023-01-29 16:00:00,0,AirTran Airways,32.847,-96.852,1001.34,540014,False,1001.34,1001.34
540014-d58001909afc4510ad1d537014762f84,HNL,nashville,BNA,1,True,2023-02-18 13:00:00,2023-02-20 13:00:00,0,Delta Air Lines,36.124,-86.678,1241.88,540014,False,1241.88,1241.88
540029-29fca3bf361b4ea6b3008e83b084bbd7,LCK,fort worth,FTW,3,True,2023-03-08 10:00:00,2023-03-10 10:00:00,1,American Airlines,32.82,-97.362,863.88,540029,False,863.88,287.96
540029-e2a8362a73454f35b668a9953547c5bd,LCK,antalya,AYT,3,True,2024-01-06 13:00:00,2024-01-17 13:00:00,2,easyJet,36.901,30.792,4512.05,540029,False,4512.05,1504.0166666666667
540094-75d9ddaf8b8c4b10900f12f03642ff43,MDW,los angeles,LSQ,1,True,2023-07-19 07:00:00,2023-07-25 07:00:00,2,American Airlines,33.942,-118.408,521.78,540094,False,521.78,521.78
540094-bab7573d36e84b6fbe3c72529809dec2,MDW,austin,AUS,1,True,2023-02-18 13:00:00,2023-02-21 13:00:00,1,AirTran Airways,30.194,-97.67,309.3,540094,False,309.3,309.3
540094-e4302103a20a45aba0347fd6ca5528b4,MDW,new york,LGA,1,True,2023-06-10 07:00:00,2023-06-11 07:00:00,0,American Airlines,40.64,-73.779,201.7,540094,False,201.7,201.7
540147-1d4b690da94d45faa0baf1b3237e1b7c,ELP,seattle,SEA,1,True,2023-01-25 07:00:00,2023-01-27 07:00:00,2,Alaska Airlines,47.53,-122.302,385.03,540147,False,385.03,385.03
540147-3875abe3356c45129a3505349c8edd54,ELP,dallas,DAL,1,True,2023-03-20 07:00:00,2023-03-22 07:00:00,0,Air France,32.847,-96.852,142.67,540147,False,142.67,142.67
540147-ddea22444bd041bdb1a1882902cfcc9c,ELP,san jose,SJO,4,True,2023-06-17 16:00:00,2023-06-21 16:00:00,0,Copa Airlines,37.362,-121.929,1129.77,540147,False,1129.77,282.4425
540147-e7adbf331eed4c05ac3b7d9ead5ba3a9,ELP,chicago,ORD,2,True,2023-02-05 07:00:00,2023-02-08 07:00:00,1,American Airlines,41.786,-87.752,717.42,540147,False,717.42,358.71
540147-efb6e35e47de4e9796f9d712f3868333,ELP,new york,JFK,1,True,2023-02-27 07:00:00,2023-03-02 07:00:00,1,United Airlines,40.64,-73.779,617.49,540147,False,617.49,617.49
540150-a001ecc41a0146ccbf12d1b333b9443d,PHX,calgary,YYC,1,True,2023-02-03 07:00:00,2023-02-09 07:00:00,0,American Airlines,51.114,-114.02,344.23,540150,False,344.23,344.23
540150-c2d917e7e7bd4d6bbb1e9b6f86bf4cdc,PHX,calgary,YYC,1,True,2023-04-04 07:00:00,2023-04-06 07:00:00,1,WestJet,51.114,-114.02,344.08,540150,False,344.08,344.08
540180-091979307e44461aa4eb3a544e3040e7,LAX,new york,JFK,1,True,2023-04-04 10:00:00,2023-04-09 10:00:00,1,Aerolineas Argentinas,40.64,-73.779,688.14,540180,False,688.14,688.14
540180-35b49a06e1a244a0bcbee4fd596c847f,LAX,ottawa,YOW,1,True,2023-01-24 07:00:00,2023-01-26 07:00:00,0,Air Canada,45.323,-75.669,639.01,540180,False,639.01,639.01
540180-7cc89c7919844f4298f95bc4c4113286,LAX,san antonio,SKF,1,True,2023-03-07 13:00:00,2023-03-13 13:00:00,1,Delta Air Lines,29.529,-98.279,382.43,540180,False,382.43,382.43
540180-93524e9ddecf4f7889304e3158db44af,LAX,dallas,DAL,1,True,2023-07-05 08:00:00,2023-07-20 08:00:00,1,Southwest Airlines,32.847,-96.852,358.98,540180,False,358.98,358.98
540180-b745d4893aa143d58d531007d86e5ac5,LAX,detroit,DET,1,True,2023-04-20 08:00:00,2023-04-24 08:00:00,0,American Airlines,42.409,-83.01,541.18,540180,False,541.18,541.18
540199-170225dd56ac45b9ad53bf08ce24b3b8,SHV,montreal,YUL,1,True,2023-01-28 14:00:00,2023-01-31 14:00:00,1,Air Canada,45.517,-73.417,420.6,540199,False,420.6,420.6
540199-59a6c273e6e042da923c152c194ed199,SHV,montreal,YUL,1,True,2023-04-08 07:00:00,2023-04-13 07:00:00,0,Cubana de Aviación,45.517,-73.417,426.14,540199,False,426.14,426.14
540199-6e3213c463c34a0991bfef8b77d945f0,SHV,fresno,FAT,2,True,2023-05-13 07:00:00,2023-05-16 07:00:00,0,Volaris,36.776,-119.718,866.64,540199,False,866.64,433.32
540244-164cdf5f5da0464483a432a6d3025344,YMX,phoenix,PHX,1,True,2023-04-07 07:00:00,2023-04-09 07:00:00,1,American Airlines,33.535,-112.383,680.18,540244,False,680.18,680.18
540244-693cc66b3e5946e496e3c14fa84c48c8,YMX,phoenix,LUF,1,True,2023-02-25 11:00:00,2023-03-02 11:00:00,1,United Airlines,33.535,-112.383,589.72,540244,False,589.72,589.72
540244-78fb391f97a24dccb1bf026fa5930911,YMX,chicago,ORD,1,True,2023-07-27 07:00:00,2023-07-29 07:00:00,1,Spirit Airlines,41.786,-87.752,237.97,540244,False,237.97,237.97
540244-c388b9c822824689a3c6798b29fe7ed9,YMX,milwaukee,MKE,1,True,2023-06-08 08:00:00,2023-06-10 08:00:00,1,AirTran Airways,42.947,-87.896,189.63,540244,False,189.63,189.63
540252-ca03026b04194d1192ad42d1574f0741,BWI,memphis,MEM,1,True,2023-03-24 08:00:00,2023-03-28 08:00:00,1,Pinnacle Airlines,35.042,-89.977,221.33,540252,False,221.33,221.33
540253-8670350d9e2448ceb9f7bb81d4536a89,SFO,fort worth,FTW,1,True,2023-03-29 10:00:00,2023-04-03 10:00:00,1,American Airlines,32.82,-97.362,412.3,540253,False,412.3,412.3
540260-1a182f6341164ee68ec3edc564bf60e1,MKE,los angeles,LSQ,1,True,2023-01-28 13:00:00,2023-02-01 13:00:00,1,Ryanair,33.942,-118.408,373.25,540260,False,373.25,373.25
540260-a2f3f60aaf9f4623a2ff3db47cb03623,MKE,hamilton,HLZ,1,True,2023-02-14 07:00:00,2023-02-16 07:00:00,1,Air New Zealand,43.173,-79.935,111.76,540260,False,111.76,111.76
540260-e9a118e71e9e41c2aaef879144f5775c,MKE,montreal,YMX,3,True,2023-04-27 15:00:00,2023-04-29 15:00:00,1,Ryanair,45.517,-73.417,555.11,540260,False,555.11,185.03666666666666
540302-2875fbb639724487b52ae6fc2bd778f1,LOU,new york,LGA,1,True,2023-07-07 08:00:00,2023-07-10 08:00:00,1,United Airlines,40.64,-73.779,186.94,540302,False,186.94,186.94
540302-620797d5191746ae9b17f9523453771a,LOU,new york,JFK,4,True,2023-02-05 12:00:00,2023-02-09 12:00:00,0,JetBlue Airways,40.64,-73.779,778.24,540302,False,778.24,194.56
540302-65a6e55b94c74a719019f457b5250676,LOU,phoenix,LUF,1,True,2023-01-27 07:00:00,2023-01-30 07:00:00,1,American Airlines,33.535,-112.383,456.89,540302,False,456.89,456.89
540302-67485efc58aa4505911990af9c0d727e,LOU,phoenix,LUF,1,True,2023-06-16 15:00:00,2023-06-19 15:00:00,1,Delta Air Lines,33.535,-112.383,416.34,540302,False,416.34,416.34
540306-2ee9622d4dc646c5b75ebaa6e3562786,YTZ,portland,PDX,1,True,2023-04-01 07:00:00,2023-04-03 07:00:00,1,Southwest Airlines,45.589,-122.597,550.01,540306,False,550.01,550.01
540306-3fe292fb51c14267a398d79800199e9d,YTZ,austin,AUS,1,True,2023-02-25 10:00:00,2023-02-26 10:00:00,1,United Airlines,30.194,-97.67,403.63,540306,False,403.63,403.63
540306-6644530860ba46ca88571aa180aa76b5,YTZ,new york,JFK,1,True,2023-02-11 07:00:00,2023-02-16 07:00:00,1,JetBlue Airways,40.64,-73.779,107.76,540306,False,107.76,107.76
540308-c3e5ced85ef44ce1993246514506d757,BNA,milwaukee,MKE,1,True,2023-01-23 10:00:00,2023-01-24 10:00:00,1,Southwest Airlines,42.947,-87.896,130.38,540308,False,130.38,130.38
540319-74a2649e49ba47b38946e5f3320da216,MRI,washington,IAD,1,True,2023-02-09 09:00:00,2023-02-18 09:00:00,2,United Airlines,38.852,-77.037,1045.41,540319,False,1045.41,1045.41
540319-f098c0ad0c564a6e98554502f9b2f7a6,MRI,san antonio,SVZ,1,True,2023-03-06 08:00:00,2023-03-08 08:00:00,0,Conviasa,29.529,-98.279,943.71,540319,False,943.71,943.71
540319-fe464c219a594ff19115abdea6e91efa,MRI,houston,HOU,1,True,2023-01-26 14:00:00,2023-01-28 14:00:00,0,AirTran Airways,29.607,-95.159,1001.32,540319,False,1001.32,1001.32
540347-085751abd51d47f1ba2aed15a4ff8cd0,SKF,ottawa,YOW,1,True,2023-03-19 07:00:00,2023-03-20 07:00:00,1,Air Canada,45.323,-75.669,468.36,540347,False,468.36,468.36
540347-30df00048c3b43dfb69815427aa8cc45,SKF,detroit,YIP,1,True,2023-01-26 12:00:00,2023-01-29 12:00:00,0,United Airlines,42.409,-83.01,392.04,540347,False,392.04,392.04
540347-32346577e91b4ac6b92f4381fa74c9e2,SKF,los angeles,LSQ,1,True,2023-03-02 14:00:00,2023-03-05 14:00:00,0,United Airlines,33.942,-118.408,358.59,540347,False,358.59,358.59
540347-6e214d33d14d41139396b3e84ea7bb85,SKF,los angeles,LSQ,1,True,2023-06-28 07:00:00,2023-07-02 07:00:00,1,American Airlines,33.942,-118.408,355.56,540347,False,355.56,355.56
540347-8a2f5edf03224d6e9ac8c2eca975fd04,SKF,portland,PDX,1,True,2023-02-07 07:00:00,2023-02-08 07:00:00,0,Delta Air Lines,45.589,-122.597,567.41,540347,False,567.41,567.41
540347-da1983325b334adebd9174687e4626eb,SKF,houston,EFD,1,True,2023-04-03 13:00:00,2023-04-08 13:00:00,0,Delta Air Lines,29.607,-95.159,62.83,540347,False,62.83,62.83
540348-0b4663a516934ed9b3888559f405c42a,PHL,chicago,ORD,1,True,2023-02-15 14:00:00,2023-02-21 14:00:00,1,JetBlue Airways,41.786,-87.752,214.84,540348,False,214.84,214.84
540348-5c497194a2cd4c9da0bec8954757ab81,PHL,seattle,BFI,1,True,2023-01-28 10:00:00,2023-01-30 10:00:00,0,Kenmore Air,47.53,-122.302,730.04,540348,False,730.04,730.04
540413-0704748015a4478ab901e150a783aa53,BNA,portland,PDX,1,True,2023-03-20 14:00:00,2023-03-24 14:00:00,0,Alitalia,45.589,-122.597,560.01,540413,False,560.01,560.01
540413-f4b525cf158345b3b6638ae39fc7c975,BNA,jacksonville,NCA,1,True,2023-06-16 14:00:00,2023-06-20 14:00:00,0,American Airlines,30.494,-81.688,131.7,540413,False,131.7,131.7
540415-0d834ecd08bb4a838b0fc04f64485f69,LGA,edmonton,YEG,1,True,2023-06-02 10:00:00,2023-06-04 10:00:00,1,WestJet,53.667,-113.467,606.03,540415,False,606.03,606.03
540415-1d74e26108874cdc8a25e3ad1b19d726,LGA,denver,DEN,1,True,2023-01-24 12:00:00,2023-01-31 12:00:00,0,Southwest Airlines,39.858,-104.667,490.26,540415,False,490.26,490.26
540444-5c419141ae494e47a78cbe2fb237cdc9,BTV,new york,LGA,1,True,2023-02-24 14:00:00,2023-02-27 14:00:00,0,JetBlue Airways,40.64,-73.779,74.88,540444,False,74.88,74.88
540444-f0a45aae4ff145f8bee95646e5fbde69,BTV,fort worth,FTW,1,True,2023-01-29 15:00:00,2023-01-31 15:00:00,1,Ryanair,32.82,-97.362,382.62,540444,False,382.62,382.62
540444-fb8b8df2ebdb476faa99d5238d7bbcb0,BTV,columbus,CMH,3,True,2023-04-12 07:00:00,2023-04-14 07:00:00,1,Southwest Airlines,39.998,-82.892,468.48,540444,False,468.48,156.16
540455-6b283502297344e2b12537dbcc77c85d,LAX,san jose,SJO,1,True,2023-05-14 07:00:00,2023-05-16 07:00:00,1,CAL Cargo Air Lines,37.362,-121.929,89.96,540455,False,89.96,89.96
540455-829fd0d51ee84554a83d3ae4d1f12eda,LAX,new york,LGA,1,True,2023-03-28 12:00:00,2023-04-05 12:00:00,1,Delta Air Lines,40.64,-73.779,710.28,540455,False,710.28,710.28
540475-a90f2ac0073f428d8a8867233d71a4d5,LGA,philadelphia,PHL,1,True,2023-04-12 16:00:00,2023-04-18 16:00:00,1,JetBlue Airways,39.872,-75.241,27.99,540475,False,27.99,27.99
540502-47d488e068574bc09d8520f4258cecdf,DEN,chicago,UGN,1,True,2023-03-30 07:00:00,2023-04-07 07:00:00,0,Ryanair,41.786,-87.752,242.13,540502,False,242.13,242.13
540502-5cc690f491e948e7bf41fc1040f0cb53,DEN,new york,JFK,1,True,2023-01-27 07:00:00,2023-01-28 07:00:00,1,JetBlue Airways,40.64,-73.779,455.81,540502,False,455.81,455.81
540502-86f0bdc4071d477e9eac89cb3675bb1c,DEN,phoenix,LUF,1,True,2023-04-12 13:00:00,2023-04-18 13:00:00,0,Ryanair,33.535,-112.383,135.45,540502,False,135.45,135.45
540527-49749ed919e34953a32681519d3579da,SAN,phoenix,LUF,1,True,2023-02-01 08:00:00,2023-02-04 08:00:00,1,American Airlines,33.535,-112.383,87.85,540527,False,87.85,87.85
540527-5f6b410bfed34eba87eea483a8e174f2,SAN,san francisco,SFO,1,True,2023-04-07 12:00:00,2023-04-10 12:00:00,0,United Airlines,37.619,-122.375,136.91,540527,False,136.91,136.91
540527-6d9e3fe105f7476b90956318c1181507,SAN,los angeles,LAX,1,True,2023-02-14 11:00:00,2023-02-15 11:00:00,0,Iberia Airlines,33.942,-118.408,32.32,540527,False,32.32,32.32
540527-b9b2bc0600d94d40a7ebd64c861aebec,SAN,new york,JFK,1,True,2023-05-08 14:00:00,2023-05-13 14:00:00,0,American Airlines,40.64,-73.779,688.37,540527,False,688.37,688.37
540557-3020de5900f7405aa20cca84384d6844,DTW,tucson,TUS,2,True,2023-05-20 07:00:00,2023-05-23 07:00:00,0,Southwest Airlines,32.166,-110.883,880.92,540557,False,880.92,440.46
540557-8298c5d379344712813eb45eb793b38c,DTW,ottawa,YOW,1,True,2023-02-03 11:00:00,2023-02-10 11:00:00,0,Canadian North,45.323,-75.669,138.85,540557,False,138.85,138.85
540557-ad27b94684f044319029502f3a06ee47,DTW,ottawa,YOW,1,True,2023-03-17 07:00:00,2023-03-21 07:00:00,2,Porter Airlines,45.323,-75.669,134.8,540557,False,134.8,134.8
540572-315e962df4964b069bb07835f316e57a,LUF,chicago,UGN,1,True,2023-02-14 15:00:00,2023-02-17 15:00:00,0,United Airlines,41.786,-87.752,421.0,540572,False,421.0,421.0
540572-5a836a394a8a4cd7a1bba7f0e7eb0494,LUF,edmonton,YED,1,True,2023-04-27 11:00:00,2023-05-01 11:00:00,0,Ryanair,53.667,-113.467,336.45,540572,False,336.45,336.45
540572-927aa92282f34969b7e27f14e5a7a516,LUF,seattle,SEA,1,True,2023-01-26 14:00:00,2023-01-30 14:00:00,0,Alaska Airlines,47.53,-122.302,287.85,540572,False,287.85,287.85
540572-9dc6fe2622ec49cea847aead0e730a85,LUF,quebec,YQB,1,True,2023-04-10 10:00:00,2023-04-12 10:00:00,1,United Airlines,46.788,-71.398,680.08,540572,False,680.08,680.08
540572-d6b00556afd3408b9bdac67cca5b899f,LUF,san antonio,SVZ,6,True,2023-11-18 08:00:00,2023-12-03 08:00:00,5,Conviasa,29.529,-98.279,1465.9,540572,False,1465.9,244.3166666666667
540580-5258aa2b93094e51a7a9763dd936f4cd,SAT,ottawa,YOW,1,True,2023-03-24 10:00:00,2023-03-27 10:00:00,0,Air Canada,45.323,-75.669,502.07,540580,False,502.07,502.07
540580-8788fb050a6f4f4aab7404f1422c4124,SAT,chicago,UGN,1,True,2023-01-28 16:00:00,2023-02-02 16:00:00,1,United Airlines,41.786,-87.752,313.22,540580,False,313.22,313.22
540580-cf2acf214eb747bab8eb44b10d8d4db0,SAT,houston,IAH,1,True,2023-04-13 07:00:00,2023-04-18 07:00:00,1,United Airlines,29.607,-95.159,49.28,540580,False,49.28,49.28
