"trip_id","hotel_name","nights","rooms","check_in_time","check_out_time","hotel_per_room_usd"
"525415-f231d22783af40b6b58cf0a5a8284820","InterContinental  - las vegas","3","1","2023-06-02 12:26:59.775","2023-06-06 11:00:00","143"
"525447-008ee7df7ed6452f9606b8b89fb71e48","Four Seasons - new york","2","1","2023-07-26 13:16:47.415","2023-07-29 11:00:00","300"
"525447-346ab7b79f0149ae913c86d32b02f1a4","Four Seasons - oklahoma city","5","1","2023-01-27 11:00:00","2023-02-01 11:00:00","87"
"525447-641d422e9fe143d596fbb1d40a2e0a67","InterContinental  - montreal","12","1","2023-06-16 11:00:00","2023-06-28 11:00:00","136"
"525447-88b20910930640c7b709c2214dfb3619","Conrad  - new york","0","1","2023-01-19 13:16:47.415","2023-01-20 11:00:00","65"
"525447-a326273950bf423ea3fb2ef4321ad50f","Hilton - new york","0","1","2023-04-20 13:16:47.415","2023-04-21 11:00:00","119"
"525488-3270684a64024a2fa4add5c71a10b139","Aman Resorts - new york","4","2","2023-02-03 13:56:51.99","2023-02-08 11:00:00","116"
"525515-441606066d5042f4b45f663c098eb14d","Extended Stay  - chicago","1","1","2023-03-14 16:53:25.935","2023-03-16 11:00:00","60"
"525515-6544be66f2bf41d2a6cddb33d1b796be","Best Western - new york","3","2","2023-01-17 09:42:43.83","2023-01-20 11:00:00","179"
"525515-a645f19eb0e844dcae321fc3e736c30c","Hilton - columbus","10","1","2023-05-24 10:37:14.97","2023-06-03 11:00:00","195"
"525515-be20f1f800594c258adb5e3dcd1d12eb","Extended Stay  - new york","1","1","2023-02-06 11:42:43.83","2023-02-07 11:00:00","96"
"525529-4936dbb8bacc409ab2e7c64817935947","Hilton - new york","8","1","2023-05-10 18:42:03.69","2023-05-19 11:00:00","907"
"525529-972897b47ee0419bb1a336f799508e41","Extended Stay  - new york","1","1","2023-02-27 09:42:03.69","2023-02-28 11:00:00","179"
"525529-f627c10c61e245e2ab18c69a8afd0615","Extended Stay  - los angeles","2","1","2023-01-18 20:56:18.375","2023-01-21 11:00:00","240"
"525546-3fd81c6fd1944a2f93c9669fd524c4cc","Wyndham - new york","2","1","2023-07-26 12:09:15.075","2023-07-29 11:00:00","206"
"525546-8f7a64157b69404bbf918fa368ebf79a","Starwood  - dallas","12","2","2023-02-20 11:00:00","2023-03-04 11:00:00","154"
"525546-97f82707d1d14833ac777830ed489c0d","InterContinental  - denver","1","1","2023-02-07 15:10:12.405","2023-02-09 11:00:00","121"
"525546-9858e6469c6a4ceba0d0ff2de2e43b01","Best Western - winnipeg","8","1","2023-01-18 10:57:48.51","2023-01-26 11:00:00","162"
"525546-d19ea2a6558542338fcb4c4d3e02f0f0","Banyan Tree  - san antonio","4","1","2023-03-14 11:04:11.595","2023-03-18 11:00:00","117"
"525546-ddb5b377eb6e4d6f8946530de6f05f0f","Choice Hotels - ottawa","8","1","2023-04-17 11:00:00","2023-04-25 11:00:00","90"
"525555-1e059d7148c341ef94a6eddd30112e39","Rosewood - tucson","2","1","2023-06-12 18:42:18.18","2023-06-15 11:00:00","112"
"525555-4c3941ecd36841008e7c5568377bad05","Crowne Plaza - edmonton","0","1","2023-01-26 16:22:41.835","2023-01-27 11:00:00","91"
"525591-03cf6a96a6cd4dcb8da9416e84f89629","Crowne Plaza - jacksonville","5","1","2023-03-27 11:40:05.25","2023-04-01 11:00:00","56"
"525591-15a6fbc6ff9f499b9ffe01461c000b9f","Wyndham - new york","40","1","2023-04-20 11:00:00","2023-05-30 11:00:00","120"
"525591-d06e3f1e888c4341bda9708176e1d994","Accor - new york","3","1","2023-01-15 11:00:00","2023-01-18 11:00:00","185"
"525610-0e659d76bdb04815aad3e728d06499f0","Crowne Plaza - los angeles","0","1","2023-05-01 23:18:14.13","2023-05-02 11:00:00","92"
"525610-b353bcb107a3401a8f195b343532042f","NH Hotel  - new york","5","1","2023-04-10 12:32:59.46","2023-04-16 11:00:00","102"
"525610-be973bf3301840118aba3e8403644689","Hilton - denver","1","1","2023-01-20 12:34:31.395","2023-01-22 11:00:00","398"
"525610-d2e9fc118a104b0c85c1e233094ef8d2","Accor - phoenix","3","1","2023-03-22 19:43:33.69","2023-03-26 11:00:00","206"
"525611-1a6d2d872f414ec49a25d35e30a63ac2","NH Hotel  - new york","2","1","2023-02-03 11:12:44.595","2023-02-05 11:00:00","228"
"525611-2ccf48b050a34ec398a9eb78db045f39","Shangri-La - edmonton","19","1","2023-02-18 18:06:55.575","2023-03-10 11:00:00","78"
"525611-363d040195c84662bb043e90920991ab","Extended Stay  - new york","0","1","2023-01-24 13:12:44.595","2023-01-25 11:00:00","179"
"525611-adb4dd9cd382476aaabf2dad846d9dcd","InterContinental  - new york","2","1","2023-07-25 20:12:44.595","2023-07-28 11:00:00","131"
"525611-fbf898861a284441952b1982bc4774aa","Aman Resorts - montreal","3","1","2023-03-15 11:00:00","2023-03-18 11:00:00","160"
"525615-0deb3c6c60934747986b6d983af7dd34","Wyndham - los angeles","2","1","2023-05-26 10:43:54.615","2023-05-28 11:00:00","130"
"525615-59a101c0a5764f35b178ad726716c23c","Accor - fort worth","3","1","2023-03-23 10:16:26.805","2023-03-26 11:00:00","185"
"525615-a3e46065640d4aa7ad56eb4dc4a965fa","Rosewood - charlotte","5","2","2023-02-13 11:00:00","2023-02-18 11:00:00","85"
"525615-a9d23af438cd45afaf05bd4dac766760","Extended Stay  - chicago","1","1","2023-01-24 10:47:46.41","2023-01-25 11:00:00","120"
"525615-dfe1386efdaf4b7f8eee2b93fc2f6b01","NH Hotel  - new york","1","1","2023-04-17 14:15:42.12","2023-04-19 11:00:00","180"
"525631-3aea411460954c3eac9e7bd07cc18dd2","Hilton - los angeles","9","1","2023-02-06 11:00:00","2023-02-15 11:00:00","104"
"525631-bb913aced8354a02b2719c5ff0b65600","Hyatt - los angeles","3","2","2023-01-28 16:58:03.945","2023-02-01 11:00:00","63"
"525671-21f414dc3a2b4851abf6303c7ea47306","Conrad  - montreal","2","1","2023-07-21 12:56:32.73","2023-07-24 11:00:00","91"
"525671-7dd9d3b9b3f141fe9a8bb35db0787ebc","Starwood  - chicago","2","3","2023-02-09 16:13:32.475","2023-02-12 11:00:00","106"
"525671-ddf3d5fdd6654c92a906a4308f4f60e0","Banyan Tree  - los angeles","2","1","2023-04-26 15:40:29.82","2023-04-29 11:00:00","85"
"525684-5fbcb53f138d40d4b1f591cc41f6c01f","Fairmont - new york","3","1","2023-05-27 11:00:00","2023-05-30 11:00:00","233"
"525684-8442b877a87146189fe4424d54ca0633","Aman Resorts - philadelphia","3","2","2023-03-19 14:03:17.955","2023-03-23 11:00:00","255"
"525684-b78b36d6084b4ce1b116f661923fdbc2","Aman Resorts - calgary","3","1","2023-04-29 22:57:15.93","2023-05-03 11:00:00","437"
"525716-0eca02ea404745179ad3cf3ad3ca9282","InterContinental  - montreal","4","1","2023-04-20 19:52:53.31","2023-04-25 11:00:00","151"
"525716-752c6d48f21b4fb7b67732ccebb63bf8","Hilton - houston","12","1","2023-03-20 11:00:00","2023-04-01 11:00:00","158"
"525716-b526a914acfc40f8965502053e74821f","Radisson  - chicago","7","1","2023-02-21 10:22:09.525","2023-02-28 11:00:00","156"
"525716-b701aca91b4e40a18cc74b5abf2d422b","Crowne Plaza - new york","0","1","2023-01-27 15:40:32.025","2023-01-28 11:00:00","95"
"525722-00b518a893c3477388a89a621b966b0e","Aman Resorts - dallas","1","1","2023-02-06 16:48:26.505","2023-02-08 11:00:00","38"
"525722-950c2745aec04d11ab8b43dc87bf57ba","InterContinental  - fort worth","1","1","2023-03-18 12:44:55.545","2023-03-20 11:00:00","255"
"525722-9c897a5b9155423fab521ce4e08e48a0","Choice Hotels - san francisco","2","1","2023-05-04 17:15:47.565","2023-05-07 11:00:00","184"
"525722-c749fb1c1670487d8c56efff403bdc9f","Accor - milwaukee","0","1","2023-01-20 12:57:40.59","2023-01-21 11:00:00","402"
"525734-5753435d9875408090ac604f509b59f8","Accor - toronto","5","1","2023-02-06 11:00:00","2023-02-11 11:00:00","192"
"525734-e3f389b7a50844b49e2ae70f45b81421","Aman Resorts - jacksonville","4","1","2023-03-13 10:38:17.115","2023-03-17 11:00:00","160"
"525761-72ec212211ce4913a4942be5833e2b99","InterContinental  - san jose","5","1","2023-07-04 11:00:00","2023-07-09 11:00:00","129"
"525769-1ea85e09f0a1462282466bc3bb052ddd","Accor - san diego","13","1","2023-04-05 11:00:00","2023-04-18 11:00:00","213"
"525769-217e48accf9f4d93bf5cb23a5c3b6043","Accor - toronto","4","1","2023-02-08 17:12:49.365","2023-02-13 11:00:00","293"
"525769-54a1001a10ec4f589572d96404ba213e","Extended Stay  - fresno","7","1","2023-03-03 22:20:09.51","2023-03-11 11:00:00","178"
"525769-61a4bf8a3f5140ce922c754ff0143cda","Four Seasons - new york","1","1","2023-01-21 12:05:17.385","2023-01-23 11:00:00","80"
"525769-9413fb28544745098e09c9d445a80999","Banyan Tree  - ottawa","1","1","2023-06-18 10:30:41.22","2023-06-19 11:00:00","376"
"525789-25fd8a8fa16b49da84d4171d1e979ba3","Starwood  - jacksonville","7","2","2023-05-23 11:00:00","2023-05-30 11:00:00","83"
"525789-7c58a2f351fb4c7d8b7a070e7a9e0de8","Fairmont - philadelphia","3","1","2023-01-23 18:33:06.03","2023-01-27 11:00:00","122"
"525789-7f7b31b5d59d4b0d8748b37b5fb4bba8","InterContinental  - los angeles","2","1","2023-02-08 12:38:38.175","2023-02-11 11:00:00","136"
"525789-c36b509c7a7f43529fa2faf2fc1cbb7d","Hyatt - los angeles","1","1","2023-02-23 19:38:38.175","2023-02-25 11:00:00","230"
"525804-0cbeb8a6944540819e6c6658c2aa9a6e","Fairmont - ottawa","-1","1","2023-03-21 16:39:27.54","2023-03-21 11:00:00","94"
"525804-1d61766de200424b988e6acf9d132e61","Wyndham - charlotte","2","1","2023-02-25 11:00:00","2023-02-27 11:00:00","60"
"525804-3683d5c3b175454d8509ce7108066466","Wyndham - san antonio","1","1","2023-03-12 12:10:05.205","2023-03-14 11:00:00","108"
"525804-6ba9022a3fb1414cb5bb42a5fbdb529d","Extended Stay  - calgary","5","3","2023-01-20 11:00:00","2023-01-25 11:00:00","170"
"525806-5055a7c5a3a8492ca3ac1418b3d9eb71","Best Western - detroit","8","1","2023-02-07 12:26:35.07","2023-02-16 11:00:00","214"
"525824-7b0909f0b55c42b284d83f361327b0cf","Conrad  - las vegas","8","2","2023-03-11 12:29:31.56","2023-03-20 11:00:00","269"
"525842-3107372ba3a64edaa7825f232f8a6fc6","Hilton - memphis","2","1","2023-01-18 12:14:51.405","2023-01-21 11:00:00","438"
"525842-31867106ff7041c98ead23e037dd17e9","Rosewood - new york","5","1","2023-02-18 11:09:49.005","2023-02-23 11:00:00","133"
"525842-72c815f3a6774ba29c2a05814e42d6e0","Extended Stay  - toronto","5","1","2023-07-01 11:00:00","2023-07-06 11:00:00","66"
"525844-00b6a7a98c8b426da4764ad9cec56992","Radisson  - new york","5","1","2023-01-18 11:49:54.57","2023-01-23 11:00:00","223"
"525844-6ec94a9f7db84454b9f70cbd5a116c3e","Extended Stay  - new york","3","1","2023-03-05 11:49:54.57","2023-03-08 11:00:00","115"
"525844-ae520072b2e14ee6ae12ba0e7f80639e","Conrad  - nashville","1","1","2023-02-06 10:18:23.85","2023-02-07 11:00:00","418"
"525844-e8986882e83a43068a3b097a290175f8","Shangri-La - las vegas","2","1","2023-04-02 15:05:07.98","2023-04-05 11:00:00","130"
"525848-647a058ad85340b683c632120ed0c582","Accor - new york","9","2","2023-01-19 11:00:00","2023-01-28 11:00:00","93"
"525864-9c416a5f2d2a4c81a4d98d4928d1b780","Conrad  - philadelphia","0","2","2023-07-17 12:58:03","2023-07-18 11:00:00","91"
"525864-ed8cc5d335e4473c9c26f13a105583fd","Radisson  - edmonton","1","1","2023-01-20 11:11:35.79","2023-01-21 11:00:00","288"
"525879-048598c3ee194dbf88d93f2fef0c198a","Four Seasons - jacksonville","1","1","2023-02-23 13:40:41.835","2023-02-25 11:00:00","264"
"525879-4b054e6ed4cf41b6a2e0eded0fa2a7a5","Fairmont - jacksonville","5","1","2023-03-27 13:40:41.835","2023-04-02 11:00:00","273"
"525879-82be298095574c73944c296e94eeac94","Shangri-La - montreal","1","1","2023-01-22 09:39:37.575","2023-01-23 11:00:00","200"
"525879-9b938bc9e31a401e980add85cc768339","Banyan Tree  - louisville","7","1","2023-06-06 18:18:43.83","2023-06-14 11:00:00","161"
"525920-2c8d19c8d2834611b22064e56d390d49","Shangri-La - san antonio","-1","1","2023-05-20 18:08:14.595","2023-05-20 11:00:00","267"
"525920-55f54f1284df4d1797be90e75e5f8c9e","Wyndham - hamilton","7","2","2023-02-23 11:00:00","2023-03-02 11:00:00","172"
"525920-7e5d9037241f4afda712733843653c91","Aman Resorts - philadelphia","4","1","2023-06-01 11:00:00","2023-06-05 11:00:00","104"
"525920-c2a6a8b1d9644ba98272bc35cf73c377","Choice Hotels - washington","1","4","2023-03-17 13:25:10.11","2023-03-19 11:00:00","134"
"525975-6e0855f7ad704b09abddeef173befb50","Hyatt - memphis","2","1","2023-03-21 17:07:27.03","2023-03-24 11:00:00","332"
"525975-7953ef038e26495f9d25bd0d864225b5","Fairmont - ottawa","1","1","2023-07-05 20:11:06.045","2023-07-07 11:00:00","68"
"525975-ec777c4c023f4f80b39b74ccbfaa3cf3","Crowne Plaza - winnipeg","1","1","2023-03-04 12:45:41.4","2023-03-06 11:00:00","102"
"525975-f25afe1295b34ab588d0f27a0039dc1e","Best Western - los angeles","0","1","2023-01-22 11:29:34.575","2023-01-22 11:00:00","69"
"525996-1ed4ff0f3cfe4961b6056f67aea925ad","Accor - columbus","4","1","2023-02-21 12:36:40.77","2023-02-26 11:00:00","375"
"525996-26956d04efe84ffda3a4a0672ddc8707","Accor - san antonio","3","1","2023-05-15 11:00:00","2023-05-18 11:00:00","221"
"525996-59052576f58d4497ae34f564bfd93a7f","Crowne Plaza - houston","5","1","2023-01-14 11:00:00","2023-01-19 11:00:00","193"
"525996-85bbdd53222544fc8b265bb52236f941","Starwood  - winnipeg","2","1","2023-03-10 11:34:04.035","2023-03-12 11:00:00","79"
"525996-adc40bb1da004bd8b847e6b01eee4fd7","Starwood  - portland","4","1","2023-04-16 16:35:07.755","2023-04-21 11:00:00","70"
"525996-ee9672321d7d48c68e9e2d5f05a24da8","NH Hotel  - philadelphia","2","1","2023-06-27 09:45:11.205","2023-06-29 11:00:00","252"
"526062-06393c397ab04b0293f5ee1206ef414b","Aman Resorts - chicago","7","2","2023-01-28 17:18:59.445","2023-02-05 11:00:00","212"
"526062-0663fcae9dd94033bc91b98b57a67271","Extended Stay  - new york","9","1","2023-02-15 11:00:00","2023-02-24 11:00:00","153"
"526062-e75d26a8e096425c82ce9db51e23cde2","Crowne Plaza - new york","2","1","2023-06-28 19:48:42.525","2023-07-01 11:00:00","178"
"526062-fe6fb1316097418eb85e9d8547227fbb","Best Western - phoenix","6","1","2023-04-20 19:01:51.825","2023-04-27 11:00:00","431"
"526079-b14c3609f2df415e96bc23adc7a585c8","NH Hotel  - las vegas","4","1","2023-04-06 16:44:23.595","2023-04-11 11:00:00","170"
"526084-367d9044d6b043b5a4378952ffe3e1d2","Accor - san jose","2","2","2023-02-25 21:08:33.99","2023-02-28 11:00:00","121"
"526084-81745b56185f4ee280693d39e1b685c7","Rosewood - nashville","0","1","2023-03-20 12:32:04.785","2023-03-21 11:00:00","106"
"526084-9de029c21b594720819c08f81dda668a","NH Hotel  - montreal","0","1","2023-01-20 09:39:37.575","2023-01-20 11:00:00","50"
"526102-468fda0bdf5841038a8928094f36dca3","Banyan Tree  - indianapolis","2","1","2023-02-15 10:57:32.31","2023-02-17 11:00:00","198"
"526102-58bb28a72bf04145bde68fe1bf31b350","Best Western - milwaukee","10","1","2023-07-01 11:00:00","2023-07-11 11:00:00","100"
"526102-7176d82ff9354373b69df3ef360a4d23","Hilton - charlotte","1","2","2023-03-24 12:41:04.47","2023-03-26 11:00:00","177"
"526102-c5dcc4520b734ca9b1954db9d9c8f3c7","Fairmont - houston","6","3","2023-04-26 10:47:20.985","2023-05-02 11:00:00","178"
"526144-0a2017d58d0d451da1b553b750297e9c","Conrad  - jacksonville","1","2","2023-02-20 14:42:34.47","2023-02-22 11:00:00","781"
"526144-56b5061a3fe446c6b1755bb570185854","Hyatt - calgary","8","1","2023-07-06 18:48:32.13","2023-07-15 11:00:00","138"
"526144-8662c09dcd9b458b986f240ec4a57e72","Best Western - el paso","3","1","2023-03-30 11:28:55.965","2023-04-02 11:00:00","88"
"526144-ad0062e418be4b49ba62050b6f2d26df","Best Western - san antonio","2","1","2023-02-02 14:04:25.725","2023-02-05 11:00:00","127"
"526154-0a3517e3ffae43dfb1d3e3ffb99f6793","Hilton - new york","2","1","2023-03-16 11:00:00","2023-03-18 11:00:00","66"
"526154-1741c354ca304d8799cea298ba02904c","Choice Hotels - boston","3","1","2023-02-08 16:22:14.97","2023-02-12 11:00:00","38"
"526154-3618fda13b154649a39beb40ec93af46","Aman Resorts - chicago","4","1","2023-07-15 12:27:17.775","2023-07-20 11:00:00","228"
"526174-5de01b6e95ca4b718d971164eadd6cb8","Hyatt - columbus","4","2","2023-04-28 11:00:00","2023-05-02 11:00:00","130"
"526174-e817a0253684451c893d458e0993d19a","Conrad  - toronto","3","1","2023-01-28 17:48:09.585","2023-02-01 11:00:00","58"
"526179-308996bc810046d7b5ece62b41711483","Fairmont - austin","5","1","2023-04-16 10:26:29.625","2023-04-21 11:00:00","208"
"526179-7e8b86ab5afd43ccb951311834d4d7e4","InterContinental  - philadelphia","5","1","2023-01-18 18:09:21.33","2023-01-24 11:00:00","101"
"526179-8f6175d2b58749bc8b16d2cf385458d2","NH Hotel  - san diego","2","1","2023-03-27 10:38:41.82","2023-03-29 11:00:00","51"
"526179-e5b78cc7626747aab141517769215984","Crowne Plaza - memphis","3","1","2023-02-08 10:42:54.99","2023-02-11 11:00:00","208"
"526184-d18dc3dfb11c4ef1a6e9152be7b02e25","Hilton - philadelphia","6","1","2023-01-29 11:00:00","2023-02-04 11:00:00","439"
"526203-0d18aa0126224fc09d55546d67299231","Accor - philadelphia","7","1","2023-07-24 16:11:31.2","2023-08-01 11:00:00","111"
"526203-98c40d41ca6b4a98bec8a7ea01ed7bdc","Fairmont - indianapolis","10","1","2023-03-17 10:19:29.685","2023-03-27 11:00:00","137"
"526203-e72eea5ff13440cabdf01584aaef7199","Aman Resorts - boston","3","1","2023-01-20 12:22:14.97","2023-01-24 11:00:00","53"
"526206-3bf94a980b5442bab858948d6b6b08bd","Choice Hotels - san jose","2","1","2023-04-29 21:47:02.265","2023-05-02 11:00:00","164"
"526221-917e108977ef43f2be116b68ce4642c6","Fairmont - san francisco","8","1","2023-07-21 19:46:36.93","2023-07-30 11:00:00","145"
"526235-82afb6f8404143ad8b79e5edfb169b2e","Rosewood - fort worth","2","1","2023-04-03 19:34:32.07","2023-04-06 11:00:00","178"
"526235-ecd4c898425c4b749faa66b8e672c6be","Rosewood - fort worth","2","4","2023-01-24 10:34:32.07","2023-01-26 11:00:00","227"
"526239-355b7c06d9b1427dbff9cb681591dbc9","Banyan Tree  - toronto","12","1","2023-07-28 16:32:13.29","2023-08-10 11:00:00","74"
"526239-a4c98877169141cc986a59857715544b","Accor - edmonton","8","1","2023-03-12 11:00:00","2023-03-20 11:00:00","78"
"526256-04b0aa6b125f4757b0e5b335b965a17b","Hilton - new york","1","1","2023-01-24 15:27:28.665","2023-01-26 11:00:00","133"
"526256-2fdbd3c10b2345c9a3bb9712942b91d3","InterContinental  - calgary","1","2","2023-07-22 16:55:02.73","2023-07-24 11:00:00","170"
"526256-4b18a4724e5e4270bed3f6f502c1c07b","Hyatt - quebec","3","1","2023-02-24 11:15:06.84","2023-02-27 11:00:00","306"
"526256-5b230b64ddcc41609d684c4746967c2a","Wyndham - las vegas","1","1","2023-02-07 18:08:43.98","2023-02-09 11:00:00","86"
"526256-a44914e3b78541d18530f5236ee786b5","Wyndham - los angeles","2","1","2023-03-23 21:35:33.18","2023-03-26 11:00:00","70"
"526256-c1d33496aede4b7e82156d57aad409e4","Best Western - denver","1","1","2023-05-08 11:54:50.49","2023-05-09 11:00:00","814"
"526258-42b28ab3fb0f4460b628e0931907dcbe","Extended Stay  - seattle","5","1","2023-01-21 09:11:13.425","2023-01-26 11:00:00","193"
"526258-5eb5d7c36b474e4e9cfecf85b0953884","NH Hotel  - phoenix","1","1","2023-07-07 11:23:32.055","2023-07-08 11:00:00","105"
"526258-8a85efc83c7d4b22aac2d5e7daa87cf1","Best Western - chicago","3","1","2023-02-10 12:35:04.785","2023-02-14 11:00:00","124"
"526297-0c97fba5063844a4b4e851febd7601ed","Aman Resorts - montreal","2","1","2023-03-16 14:12:31.05","2023-03-19 11:00:00","238"
"526297-795c31c57bd541a2b06431067ae78e1d","Banyan Tree  - phoenix","3","1","2023-02-19 13:04:33.15","2023-02-23 11:00:00","98"
"526297-bb14547122054e4999eb4fff0fb728ac","NH Hotel  - san jose","2","1","2023-03-31 13:58:37.965","2023-04-03 11:00:00","252"
"526297-e015d634b1da40aa9430e67e006e3e88","Best Western - washington","1","1","2023-01-26 17:14:46.995","2023-01-28 11:00:00","87"
"526303-8d29dedbd5fe493d90d8d776d39e8b44","Marriott  - new york","9","1","2023-03-01 11:00:00","2023-03-10 11:00:00","127"
"526303-b76dedddc9a04e119a9ea5130074e4a8","Starwood  - indianapolis","5","1","2023-01-17 11:00:00","2023-01-22 11:00:00","329"
"526308-3c26b34a7513413a959bac3bf834771d","Crowne Plaza - new york","6","1","2023-04-28 16:44:08.655","2023-05-05 11:00:00","61"
"526308-5494e4206db74b7bae2183c4532b44b2","Banyan Tree  - houston","8","2","2023-01-30 11:00:00","2023-02-07 11:00:00","305"
"526308-7f181e82abe549a0bfb26de99d7b39b7","Hilton - chicago","5","1","2023-06-19 09:52:09.705","2023-06-24 11:00:00","69"
"526308-7fe3eacfa2514413b00734d4d61f9ebc","InterContinental  - fresno","2","1","2023-02-22 17:19:00.03","2023-02-25 11:00:00","314"
"526332-99ac2fb9a2484245ada51799df235801","Choice Hotels - san diego","2","1","2023-01-20 11:22:29.91","2023-01-22 11:00:00","872"
"526332-f63a02410e0e4d5ca5a27b5b1d350ad8","Fairmont - san diego","11","2","2023-03-04 15:22:29.91","2023-03-16 11:00:00","282"
"526354-0cf0b099d59345a29e894fca9fbe0b9f","Conrad  - philadelphia","0","1","2023-03-15 15:33:45.54","2023-03-16 11:00:00","223"
"526354-2c0bb44a2a3e436c8b5a017504be63b1","Aman Resorts - nashville","4","2","2023-02-19 12:53:34.395","2023-02-24 11:00:00","94"
"526354-623171beccdf4324967233d2a74d4afa","Best Western - portland","13","1","2023-07-23 15:05:25.17","2023-08-06 11:00:00","330"
"526354-e2c353516c024b0e82541e95f038f9e8","Hyatt - louisville","2","1","2023-01-20 11:39:15.435","2023-01-22 11:00:00","176"
"526365-52ccca45804d4455aec5c89767ba6040","Marriott  - chicago","6","2","2023-01-19 16:47:43.71","2023-01-26 11:00:00","148"
"526365-7b25cb638e2841daa63a23e708d8fd1b","Accor - phoenix","0","1","2023-03-12 11:56:45.96","2023-03-12 11:00:00","185"
"526365-f601b695b2c4443cbb8c559306d45d8f","Hilton - new york","3","3","2023-03-31 12:32:13.965","2023-04-04 11:00:00","78"
"526367-8d6bbbba8a354903978a53c10b9b1712","Fairmont - los angeles","3","1","2023-03-14 12:38:38.175","2023-03-18 11:00:00","299"
"526367-8f5fa1f0c8d24f559af74ae70187114f","NH Hotel  - columbus","7","1","2023-02-18 11:59:31.425","2023-02-25 11:00:00","319"
"526367-c1aaa152a97e4016991741e398a609c3","Hilton - san antonio","24","1","2023-06-01 11:00:00","2023-06-25 11:00:00","200"
"526372-0f53756e15d446cbb2c0c6d21c1fb63d","Extended Stay  - columbus","7","1","2023-02-10 20:20:32.01","2023-02-18 11:00:00","50"
"526372-9b34e0578be84806a4ae3fca594cb0a6","Hilton - new york","6","1","2023-04-10 19:17:54.33","2023-04-17 11:00:00","88"
"526378-4c642ca8e85d4a34862031af75219c98","Banyan Tree  - milwaukee","3","1","2023-02-22 17:52:11.685","2023-02-26 11:00:00","115"
"526378-635bf01bf31a4609921ef0b23a06be52","Conrad  - charlotte","5","1","2023-05-17 11:00:00","2023-05-22 11:00:00","38"
"526378-c7d9445ea4c04c8f99d2caa9cc032ea0","Radisson  - winnipeg","2","1","2023-01-19 10:52:38.55","2023-01-21 11:00:00","90"
"526378-e95916fd7e0045f081207662922342ec","Accor - phoenix","3","1","2023-04-18 12:49:35.445","2023-04-22 11:00:00","159"
"526409-2c4384f7e8014cc7b843d5c67aeee67b","Accor - ottawa","2","1","2023-01-20 13:40:09.705","2023-01-23 11:00:00","65"
"526409-9b74d46fb15b4fdbb3814720578c388f","Best Western - new york","3","1","2023-04-03 13:51:00.945","2023-04-07 11:00:00","55"
"526409-fcd796a6f42e433fb3baac095832baf4","Banyan Tree  - san francisco","2","1","2023-07-30 09:46:34.59","2023-08-01 11:00:00","289"
"526431-038df821a9104fae96c05351f7cabb32","Crowne Plaza - quebec","5","1","2023-03-05 17:53:29.895","2023-03-11 11:00:00","133"
"526431-23d138c26e3c47ba9218375272a95df2","Best Western - baltimore","9","1","2023-01-20 11:00:00","2023-01-29 11:00:00","72"
"526431-2c7b85dcf8824a5cb9227e5d12be3220","Hilton - los angeles","2","2","2023-03-23 18:15:56.52","2023-03-26 11:00:00","83"
"526431-897d57203ee04c879a338c9c9919a0f8","Marriott  - toronto","13","1","2023-04-08 11:00:00","2023-04-21 11:00:00","109"
"526431-c7c2c69a7762433e8036eec0b45edcbf","Conrad  - las vegas","1","1","2023-02-10 15:50:44.7","2023-02-12 11:00:00","173"
"526445-58beabb935c841a29361f178285f67aa","Shangri-La - san antonio","0","1","2023-02-27 17:56:02.4","2023-02-28 11:00:00","90"
"526445-7434e7b2ee694e7f801cbdc6b2e87c34","Best Western - ottawa","1","1","2023-01-20 19:32:38.04","2023-01-22 11:00:00","107"
"526445-e17960d46f5e4cdfbc6008262f9a79cb","Crowne Plaza - san francisco","3","1","2023-03-31 11:00:00","2023-04-03 11:00:00","153"
"526471-1adad46f4b03425c8db7219fd514b5bd","Accor - philadelphia","6","2","2023-03-10 09:16:14.115","2023-03-16 11:00:00","372"
"526471-a490a3acf2bf442d92c851e2ef30662e","Crowne Plaza - montreal","5","1","2023-04-20 10:00:12.195","2023-04-25 11:00:00","250"
"526471-d2910a3b329f488e8e81b6e17e5ce869","Fairmont - san diego","2","1","2023-02-10 16:31:38.775","2023-02-13 11:00:00","76"
"526471-ee49b6739b5e4da09e35b5145384f508","Accor - indianapolis","3","1","2023-01-18 12:57:21.06","2023-01-22 11:00:00","159"
"526490-bc1872e571624ae5aac473a046c6e9bb","NH Hotel  - chicago","-1","1","2023-02-05 11:15:50.4","2023-02-04 11:00:00","79"
"526490-eb30346e74c6477795f22813427e3c78","Hyatt - chicago","0","1","2023-06-08 10:15:50.4","2023-06-08 11:00:00","90"
"526492-2988e27c6d9f4fbe86b2461b6f4e8149","Choice Hotels - los angeles","12","1","2023-03-01 11:00:00","2023-03-13 11:00:00","154"
"526492-acde7f3c83d6405a8c7ce67da56476f3","Extended Stay  - new york","17","2","2023-07-22 11:00:00","2023-08-08 11:00:00","112"
"526492-e0d18072a80e4d9380513b55d905415f","InterContinental  - portland","1","1","2023-05-03 12:16:02.145","2023-05-05 11:00:00","620"
"526492-f475a82fb25d44c4aff1bbaaa01e080f","Fairmont - fresno","3","1","2023-03-27 13:39:32.985","2023-03-31 11:00:00","47"
"526495-c56ad754fa0241588a8efec1477c6fbb","Hilton - philadelphia","2","2","2023-04-15 13:40:23.97","2023-04-18 11:00:00","245"
